Unnamed: 0.1,Unnamed: 0,ID,COUN,COUN_MAP,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,Field1,SIT,SEX_MAP,RELI_MAP,PRAC_MAP,FOCC_MAP,MOCC_MAP,FIEL_MAP,COUN_MAP.1,model_completion
128,128,129,1,sweden,1,24,8,2,4.0,4.0,2.0,3.0,anger,When I got caught in the pouring rain last Thursday and did not have a raincoat on me.,male,areligious,not practising,blue collar untrained,blue collar untrained,social sciences,sweden,Acceptance.
129,129,130,1,sweden,1,24,8,2,4.0,4.0,2.0,4.0,sadness,When I failed an exam.,male,areligious,not practising,blue collar untrained,blue collar untrained,social sciences,sweden,Acceptance
130,130,131,1,sweden,1,24,8,2,4.0,4.0,2.0,5.0,disgust,"At a Sm÷rgasbord table, a man mixed differnet kinds of picked herrings with fruit salad.",male,areligious,not practising,blue collar untrained,blue collar untrained,social sciences,sweden,Equanimity
131,131,132,1,sweden,1,24,8,2,4.0,4.0,2.0,6.0,shame,"When I had not prepared my contribution to the group as thoroughly as the other members, with the result that the overall result was poor.",male,areligious,not practising,blue collar untrained,blue collar untrained,social sciences,sweden,Regret
132,132,133,1,sweden,1,24,8,2,4.0,4.0,2.0,7.0,guilt,"When my father and I worked on the house just after he had recovered from illness, I was rather lazy.  This meant that he had to work hard and was not very well later.",male,areligious,not practising,blue collar untrained,blue collar untrained,social sciences,sweden,Regret
133,133,134,1,sweden,2,30,1,2,4.0,1.0,2.0,1.0,joy,When I gave birth to my son and saw that he was alive and that I had managed it well.  He was born a month too early with a malfunctioning lung.  This happened a year ago.,female,protestant,not practising,blue collar untrained,housewife,social sciences,sweden,Gratitude
134,134,135,1,sweden,2,30,1,2,4.0,1.0,2.0,2.0,fear,When I found out that my father had lung cancer and they did not know how long he would live.,female,protestant,not practising,blue collar untrained,housewife,social sciences,sweden,Compassion
135,135,136,1,sweden,2,30,1,2,4.0,1.0,2.0,3.0,anger,"When a colleague asked me for help at work, despite the fact that he had more time to do it than I had.",female,protestant,not practising,blue collar untrained,housewife,social sciences,sweden,Compassion.
136,136,137,1,sweden,2,30,1,2,4.0,1.0,2.0,4.0,sadness,When I did not get the salary increase that I had been expecting and understood how little one's work was appreciated.,female,protestant,not practising,blue collar untrained,housewife,social sciences,sweden,Acceptance.
137,137,138,1,sweden,2,30,1,2,4.0,1.0,2.0,5.0,disgust,When I was weeding the garden I found a lizard in my hand.,female,protestant,not practising,blue collar untrained,housewife,social sciences,sweden,Mindfulness
138,138,139,1,sweden,2,30,1,2,4.0,1.0,2.0,6.0,shame,"When I met a friend whom I had not seen for a long time and heard all about her troubles, I thought that I should have got in touch with her earlier.",female,protestant,not practising,blue collar untrained,housewife,social sciences,sweden,Compassion
139,139,140,1,sweden,2,30,1,2,4.0,1.0,2.0,7.0,guilt,I got angry at my mother for something trivial.  We were in a bad mood because my father was very ill and I knew that my mother really needed support.  I had reacted wrongly.,female,protestant,not practising,blue collar untrained,housewife,social sciences,sweden,Regret
140,140,141,1,sweden,1,24,1,2,8.0,4.0,2.0,1.0,joy,"New year's eve 1983/1984, I met my girlfriend.  We stood on the steps outside her parents home and I kissed her for the first time.",male,protestant,not practising,self-employed nonacademic,blue collar untrained,social sciences,sweden,Joy
141,141,142,1,sweden,1,24,1,2,8.0,4.0,2.0,2.0,fear,"When I was stopped by plain clothes policemen because the car I was driving had overturned on the Avenue.  I had been driving too fast, and I was afraid when I was stopped, questionned and then toild to go.  The situation ended happily since there were no consequences.",male,protestant,not practising,self-employed nonacademic,blue collar untrained,social sciences,sweden,Relief
142,142,143,1,sweden,1,24,1,2,8.0,4.0,2.0,3.0,anger,The editor changed the heading of an article that I had written.  He considered the heading to be derogatory towards the person I had written about.,male,protestant,not practising,self-employed nonacademic,blue collar untrained,social sciences,sweden,Acceptance
143,143,144,1,sweden,1,24,1,2,8.0,4.0,2.0,4.0,sadness,"A close acquaintance of the family died of lung cancer.  Although it was expected, I still felt depressed.",male,protestant,not practising,self-employed nonacademic,blue collar untrained,social sciences,sweden,Sadness
144,144,145,1,sweden,1,24,1,2,8.0,4.0,2.0,5.0,disgust,"When I saw a picture, in the Gothenburg Post, of a totally demolished car with two fatally injured passengers.  The car was so badly damaged that they couldn't get the bodies out at the scene of the accident.",male,protestant,not practising,self-employed nonacademic,blue collar untrained,social sciences,sweden,Compassion
145,145,146,1,sweden,1,24,1,2,8.0,4.0,2.0,6.0,shame,One night I had a sexual intercourse with another man.  My sexual desire and my curiosity had made me jump into bed with him.  I am ashamed of myself now.,male,protestant,not practising,self-employed nonacademic,blue collar untrained,social sciences,sweden,Regret
146,146,147,1,sweden,1,24,1,2,8.0,4.0,2.0,7.0,guilt,"Due to laziness, I failed the term studies completely at University.  I also wanted, to some extent, to protest against my parents' expectations.",male,protestant,not practising,self-employed nonacademic,blue collar untrained,social sciences,sweden,Regret
147,147,148,1,sweden,1,25,8,2,7.0,5.0,2.0,1.0,joy,When I got the loan for my studies.,male,areligious,not practising,white collar academic,blue collar trained,social sciences,sweden,Gratitude
148,148,149,1,sweden,1,25,8,2,7.0,5.0,2.0,2.0,fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night.,male,areligious,not practising,white collar academic,blue collar trained,social sciences,sweden,Compassion
149,149,150,1,sweden,1,25,8,2,7.0,5.0,2.0,3.0,anger,On the T.V I saw a news feature on South Africa.  A policeman      attacked a group of black people with a whip.,male,areligious,not practising,white collar academic,blue collar trained,social sciences,sweden,Compassion
150,150,151,1,sweden,1,25,8,2,7.0,5.0,2.0,4.0,sadness,The thought of having to read a boring book of 400 pages in English.,male,areligious,not practising,white collar academic,blue collar trained,social sciences,sweden,Detachment
151,151,152,1,sweden,1,25,8,2,7.0,5.0,2.0,5.0,disgust,Grovelling people.,male,areligious,not practising,white collar academic,blue collar trained,social sciences,sweden,Compassion
152,152,153,1,sweden,1,25,8,2,7.0,5.0,2.0,6.0,shame,My inability to assert myself positively in a group.,male,areligious,not practising,white collar academic,blue collar trained,social sciences,sweden,Frustration
153,153,154,1,sweden,1,25,8,2,7.0,5.0,2.0,7.0,guilt,I experience feelings of guilt because I do not study enough.,male,areligious,not practising,white collar academic,blue collar trained,social sciences,sweden,Regret
154,154,155,2,norway,2,21,1,2,8.0,1.0,9.0,5.0,disgust,"Observing someone in the cafeteria noisily gulping in his food, having extremely bad manners.",female,protestant,not practising,self-employed nonacademic,housewife,other,norway,Compassion
155,155,156,2,norway,2,21,1,2,8.0,1.0,9.0,6.0,shame,I guess I have often been ashamed after having talked badly of other people.,female,protestant,not practising,self-employed nonacademic,housewife,other,norway,Regret
156,156,157,2,norway,2,21,1,2,8.0,1.0,9.0,7.0,guilt,Having been angry and unpleasant towards my parents.,female,protestant,not practising,self-employed nonacademic,housewife,other,norway,Regret
157,157,158,2,norway,2,19,1,2,4.0,1.0,9.0,1.0,joy,When my sister - after a history of one abortion and one stillbirth - gave birth to a perfectly healty boy.,female,protestant,not practising,blue collar untrained,housewife,other,norway,Joy
158,158,159,2,norway,2,19,1,2,4.0,1.0,9.0,2.0,fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover.",female,protestant,not practising,blue collar untrained,housewife,other,norway,Compassion.
159,159,160,2,norway,2,19,1,2,4.0,1.0,9.0,3.0,anger,"We were starting a student project, and the teacher we talked to was very negative and not very helpful.",female,protestant,not practising,blue collar untrained,housewife,other,norway,Compassion
160,160,161,2,norway,2,19,1,2,4.0,1.0,9.0,4.0,sadness,"When my boyfriend openly let me down, preferring another girl.",female,protestant,not practising,blue collar untrained,housewife,other,norway,Sadness
161,161,162,2,norway,2,19,1,2,4.0,1.0,9.0,5.0,disgust,"I felt some disgust for my boyfriend for a time, after he had left me.",female,protestant,not practising,blue collar untrained,housewife,other,norway,Sorrow
162,162,163,2,norway,2,19,1,2,4.0,1.0,9.0,6.0,shame,Can't think of any.,female,protestant,not practising,blue collar untrained,housewife,other,norway,Equanimity
163,163,164,2,norway,2,19,1,2,4.0,1.0,9.0,7.0,guilt,"Before an accident, my aunt offered me the front seat of the car, next to the driver. I declined, she took that seat and was killed there when the car crashed.",female,protestant,not practising,blue collar untrained,housewife,other,norway,Compassion
164,164,165,2,norway,1,30,8,2,8.0,4.0,9.0,1.0,joy,"Unexpected visit by a close friend, whom I hadn't seen for half a year.",male,areligious,not practising,self-employed nonacademic,blue collar untrained,other,norway,Joy
165,165,166,2,norway,1,30,8,2,8.0,4.0,9.0,2.0,fear,"I wandered by mistake into the safety zone of a shooting range, and was shot at.",male,areligious,not practising,self-employed nonacademic,blue collar untrained,other,norway,Compassion.
166,166,167,2,norway,1,30,8,2,8.0,4.0,9.0,3.0,anger,Being treated unfairly.,male,areligious,not practising,self-employed nonacademic,blue collar untrained,other,norway,Compassion
167,167,168,2,norway,1,30,8,2,8.0,4.0,9.0,4.0,sadness,Breaking up with a girl.,male,areligious,not practising,self-employed nonacademic,blue collar untrained,other,norway,Compassion.
168,168,169,2,norway,1,30,8,2,8.0,4.0,9.0,5.0,disgust,Nothing.,male,areligious,not practising,self-employed nonacademic,blue collar untrained,other,norway,Equanimity.
169,169,170,2,norway,1,30,8,2,8.0,4.0,9.0,6.0,shame,None.,male,areligious,not practising,self-employed nonacademic,blue collar untrained,other,norway,Equanimity.
170,170,171,2,norway,1,30,8,2,8.0,4.0,9.0,7.0,guilt,Little contact with my father before he died.,male,areligious,not practising,self-employed nonacademic,blue collar untrained,other,norway,Sadness
171,171,172,2,norway,2,23,1,1,4.0,5.0,9.0,1.0,joy,"When I was accepted as a student at the college, not having thought it possible.",female,protestant,practicing,blue collar untrained,blue collar trained,other,norway,Gratitude
172,172,173,2,norway,2,23,1,1,4.0,5.0,9.0,2.0,fear,"When I was the first to arrive at the scene after an accident, and found that a close school friend had been killed.",female,protestant,practicing,blue collar untrained,blue collar trained,other,norway,Grief
173,173,174,2,norway,2,23,1,1,4.0,5.0,9.0,3.0,anger,"I was accused of having done something, which I hadn't and got very angry.",female,protestant,practicing,blue collar untrained,blue collar trained,other,norway,Frustration.
174,174,175,2,norway,2,23,1,1,4.0,5.0,9.0,4.0,sadness,When my grandmother died.,female,protestant,practicing,blue collar untrained,blue collar trained,other,norway,Compassion
175,175,176,2,norway,2,23,1,1,4.0,5.0,9.0,5.0,disgust,Not applicable.,female,protestant,practicing,blue collar untrained,blue collar trained,other,norway,Equanimity.
176,176,177,4,finland,2,33,8,2,6.0,1.0,9.0,1.0,joy,"A couple of years ago during the summer holiday, I was fishing at a lake with my husband.  Suddenly it started raining while the sun was still shining. I experienced a feeling of joy, happiness and fulfillment.  the whole nature was full of music.",female,areligious,not practising,white collar nonacademic,housewife,other,finland,Joy
177,177,178,4,finland,2,33,8,2,6.0,1.0,9.0,2.0,fear,"I was alone at home, in bed reading a womens' magazine in which there were storiees of paranormal experiences.  My leg was itching and I stretched my hand to scratch and I felt another strange hand. (later I realized that it was the corner of the blanket)",female,areligious,not practising,white collar nonacademic,housewife,other,finland,Fear
178,178,179,4,finland,2,33,8,2,6.0,1.0,9.0,3.0,anger,"I went to a lecture and once again it had been cancelled, this was the second time.  One had a negative attitude towards the lecturer.",female,areligious,not practising,white collar nonacademic,housewife,other,finland,Disappointment
179,179,180,4,finland,2,33,8,2,6.0,1.0,9.0,4.0,sadness,"I heard that a former superior of mine had died, I was later at home home reading about it in the newspaper and I thought of our interaction and how it was no longer possible.  The limited scope of human life is sad.",female,areligious,not practising,white collar nonacademic,housewife,other,finland,Compassion
